Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Gender,Debut Age,BMI,Debut Year,Current Year,Career Length
Sohyun,Kwon Sohyun,1994-08-30,4minute,2009-06-15,Cube,South Korea,162.0,57.0,Seoul,F,15,21.719250114311837,2009,2024,15
Sojin,Jo Sojin,1991-10-11,9Muses,2010-08-12,Star Empire,South Korea,170.0,47.0,Gwangju,F,19,16.262975778546714,2010,2024,14
Sojin,Park Sojin,1986-05-21,Girl's Day,2010-07-09,DreamT,South Korea,167.0,47.0,Daegu,F,24,16.85252249991036,2010,2024,14
Sojin,Hong Sojin,1999-09-24,Hash Tag,2017-10-11,LUK,South Korea,163.0,57.0,Unknown,F,18,21.453573713726524,2017,2024,7
Sojung,Lee Sojung,1993-09-03,Ladies' Code,2013-03-07,Polaris,South Korea,170.0,57.0,Wonju,F,20,19.723183391003463,2013,2024,11
Solar,Kim Yongsun,1991-02-21,Mamamoo,2014-06-18,RBW,South Korea,163.0,43.0,Seoul,F,23,16.184274906846326,2014,2024,10
Solbin,Ahn Solbin,1997-08-19,LABOUM,2014-08-27,NH,South Korea,169.0,52.0,Ojeonggu,F,17,18.20664542558034,2014,2024,10
Solji,Heo Solji,1989-01-10,EXID,2012-02-16,Yedang,South Korea,170.0,57.0,Seongnam,F,23,19.723183391003463,2012,2024,12
Somin,Jang Somin,1993-11-10,BADKIZ,2014-03-24,Zoo,South Korea,170.0,57.0,Gwangmyeon,F,20,19.723183391003463,2014,2024,10
Somyi,Ahn Somyi,2000-01-26,DIA,2015-07-14,MBK,South Korea,170.0,57.0,Changwon,F,15,19.723183391003463,2015,2024,9
Song,Song Yunhyeong,1995-02-08,iKON,2015-09-15,YG,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2015,2024,9
Songhee,Yoon Songhee,1998-11-08,BVNDIT,2019-04-10,MNH,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2019,2024,5
SongSun,Kim Songsun,1997-03-22,TRI.BE,2021-02-17,TR - Mellow,South Korea,170.0,57.0,Unknown,F,24,19.723183391003463,2021,2024,3
Soobin,Choi Soobin,2000-12-05,TXT,2019-03-04,Big Hit,South Korea,184.0,65.0,Unknown,M,18,19.198960302457465,2019,2024,5
Soobin,Park Soobin,1996-09-14,WJSN,2016-02-25,Starship,South Korea,159.0,57.0,Seoul,F,19,22.54657648036074,2016,2024,8
Soodam,Lee Soodam,1999-11-09,SECRET NUMBER,2020-05-19,Vine,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2020,2024,4
Soohyun,Shin Soohyun,1989-03-11,U-KISS,2008-08-28,NH Media,South Korea,170.0,57.0,Pocheon,M,19,19.723183391003463,2008,2024,16
Soojin,Lee Soojin,2001-12-12,Weeekly,2020-07-30,Play M,South Korea,165.0,57.0,Unknown,F,19,20.936639118457304,2020,2024,4
Soojung,Hwang Soojung,2001-05-10,Hi-L,2021-08-11,Kpop Live,South Korea,169.0,47.0,Yongin,F,20,16.45600644235146,2021,2024,3
Soomin,Kim Soomin,2007-10-03,tripleS,2023-02-13,MODHAUS,South Korea,158.0,57.0,Daegu,F,15,22.832879346258608,2023,2024,1
Sooyoung,Choi Sooyoung,1990-02-10,SNSD,2021-08-04,Good Luck,South Korea,170.0,48.0,Gwangju,F,31,16.60899653979239,2021,2024,3
Sora,Sakata Sora,2003-08-30,woo!ah!,2020-05-15,NV,Japan,170.0,57.0,Unknown,F,17,19.723183391003463,2020,2024,4
Sorn,Chonnasorn Sajakul,1996-11-18,CLC,2015-03-19,Cube,Thailand,164.0,57.0,Bangkok,F,18,21.192742415229034,2015,2024,9
Soso,Wang Chingyi,2001-03-14,GWSN,2018-09-05,Kiwi Pop,Taiwan,170.0,57.0,Unknown,F,17,19.723183391003463,2018,2024,6
Soul,Haku Shota,2005-02-01,P1Harmony,2020-10-28,FNC,Japan,170.0,57.0,Unknown,M,16,19.723183391003463,2020,2024,4
Sowon,Kim Sojung,1995-12-07,Gfriend,2015-01-15,Source,South Korea,172.0,57.0,Seoul,F,19,19.2671714440238,2015,2024,9
Sowon,Nam Soeun,2004-12-13,TRACER,2022-04-03,Gleamedia,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2022,2024,2
Soyee,Jang Sojin,1996-11-21,Gugudan,2016-06-28,Jellyfish,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2016,2024,8
Soyeon,Jeon Soyeon,1998-08-26,(G)I-DLE,2018-05-02,Cube,South Korea,157.0,42.0,Unknown,F,20,17.03923080043815,2018,2024,6
Soyeon,Jung Soyeon,1994-05-04,LABOUM,2014-08-27,NH,South Korea,161.0,44.0,Gwangju,F,20,16.97465375564214,2014,2024,10
Soyou,Kang Jihyun,1992-02-12,SISTAR,2010-03-06,Starship,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2010,2024,14
Soyul,Park Hyekyeong,1991-05-15,Crayon Pop,2012-07-18,Chrome,South Korea,160.0,57.0,Seoul,F,21,22.265624999999996,2012,2024,12
St. Van,Lee Geumhyuk,1991-12-22,VAV,2015-10-31,A team,South Korea,182.0,70.0,Unknown,M,24,21.132713440405748,2015,2024,9
Steve,Lim Dohyun,2002-03-09,YOUNITE,2022-04-20,Brand New,South Korea,170.0,57.0,Los Angeles,M,20,19.723183391003463,2022,2024,2
Steven,Kim Steven,2000-01-17,Luminous,2021-09-09,Barunson,South Korea,176.0,57.0,Sydney,M,22,18.401342975206614,2021,2024,3
Sua,Yoo Sua,2005-07-23,CSR,2022-07-27,A2Z,South Korea,170.0,57.0,Anyang,F,17,19.723183391003463,2022,2024,2
Sua,Kim Bora,1994-08-10,Dreamcatcher,2017-01-13,Happy Face,South Korea,164.0,57.0,Changwon,F,22,21.192742415229034,2017,2024,7
Sua,Yang Sua,1995-03-24,Hash Tag,2017-10-11,LUK,South Korea,169.0,57.0,Gwangju,F,23,19.95728440880922,2017,2024,7
Sua,Choi Sooah,2003-02-24,Pixy,2021-02-24,ALLART,South Korea,162.0,44.0,Unknown,F,18,16.76573693034598,2021,2024,3
Subin,Park Subin,1994-02-12,Dal Shabet,2011-01-03,Happy Face,South Korea,170.0,57.0,Gwangju,F,17,19.723183391003463,2011,2024,13
Subin,Oh Subin,1998-09-30,Hash Tag,2017-10-11,LUK,South Korea,172.0,57.0,Unknown,F,19,19.2671714440238,2017,2024,7
Subin,Jung Subin,1999-04-05,VICTON,2016-11-09,Plan A,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2016,2024,8
Suga,Min Yoongi,1993-03-09,BTS,2013-06-13,Big Hit,South Korea,176.0,59.0,Daegu,M,20,19.047004132231404,2013,2024,11
Sugyeong,Jo Sugyeong,2000-01-12,Favorite,2017-07-05,Astory,South Korea,170.0,57.0,Haenam,F,17,19.723183391003463,2017,2024,7
Suho,Kim Junmyeon,1991-05-22,EXO,2012-04-08,SM,South Korea,173.0,65.0,Seoul,M,21,21.71806608974573,2012,2024,12
Suhye,Kim Suhye,2004-12-13,LIMELIGHT,2023-02-17,143,South Korea,158.0,40.0,Incheon,F,18,16.023073225444637,2023,2024,1
Suhyeon,Kim Suhyun,2000-01-15,Billlie,2021-11-10,MYSTIC,South Korea,161.0,45.0,Daegu,F,22,17.360441340997646,2021,2024,3
Suhyeon,Kim Seunghyun,1988-04-19,S#aFLA,2021-07-14,Winnerzone,South Korea,170.0,57.0,Unknown,F,33,19.723183391003463,2021,2024,3
Suhyun,Choi Hyunggeun,1992-10-01,SNUPER,2015-11-16,Widmay,South Korea,170.0,57.0,Bucheon,M,23,19.723183391003463,2015,2024,9
Suil,Ma Suil,1999-03-30,Luminous,2021-09-09,Barunson,South Korea,170.0,50.0,Gwangju,M,22,17.301038062283737,2021,2024,3
Sujeong,Ryu Sujeong,1997-11-19,Lovelyz,2014-11-17,Woollim,South Korea,168.0,48.0,Daejeon,F,17,17.006802721088437,2014,2024,10
Suji,Lee Suji,1998-03-20,UNI.T,2018-05-18,Unit Culture,South Korea,170.0,57.0,Busan,F,20,19.723183391003463,2018,2024,6
Sujin,Bang Sujin,1996-06-26,Wassup,2013-08-07,Mafia,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2013,2024,11
Sukjun,Lee Sukjun,2000-01-31,ABLUE,2022-10-23,J-Star,South Korea,183.0,65.0,Unknown,M,23,19.409358296754156,2022,2024,2
Sullyoon,Seol Yoona,2004-01-26,NMIXX,2022-02-22,JYP,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2022,2024,2
Sumin,Park Sumin,2001-09-09,Dreamnote,2018-11-07,iME,South Korea,166.0,46.0,Unknown,F,17,16.693279140659023,2018,2024,6
Sumin,Ji Sumin,1994-03-03,Sonamoo,2014-12-29,TS,South Korea,168.0,57.0,Yongin,F,21,20.19557823129252,2014,2024,10
Sumin,Bae Sumin,2001-03-13,STAYC,2020-11-12,Hi-Up,South Korea,159.0,46.0,Pohang,F,20,18.19548277362446,2020,2024,4
Sumin,Choi Sumin,2004-04-07,xikers,2023-03-30,KQ,South Korea,170.0,57.0,Seoul,M,19,19.723183391003463,2023,2024,1
Sun J,Jeon Heesun,2001-02-13,Girlkind,2018-01-16,Nextlevel,South Korea,170.0,165.0,Unknown,F,17,57.09342560553634,2018,2024,6
Sungah,Son Sungah,1989-07-08,9Muses,2010-08-12,Star Empire,South Korea,172.0,48.0,Suma,F,21,16.224986479177936,2010,2024,14
Sungchan,Jung Sungchan,2001-09-13,NCT,2016-04-09,SM,South Korea,170.0,57.0,Unknown,M,15,19.723183391003463,2016,2024,8
Sunghoon,Park Sunghoon,2002-12-08,ENHYPEN,2020-11-30,Be:lift,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2020,2024,4
Sunghyun,Kim Sunghyun,1996-03-16,IN2IT,2016-01-27,Star Empire,South Korea,186.0,71.0,Unknown,M,20,20.522603769221874,2016,2024,8
Sungjae,Yook Sungjae,1995-05-02,BtoB,2012-03-21,Cube,South Korea,180.0,68.0,Yongin,M,17,20.98765432098765,2012,2024,12
Sungjin,Park Sungjin,1993-01-16,DAY6,2015-09-07,JYP,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2015,2024,9
Sungjong,Lee Sungjong,1993-09-03,Infinite,2010-06-09,Woollim,South Korea,177.0,54.0,Gwangju,M,17,17.236426314277505,2010,2024,14
Sungjoo,Kim Sungjoo,1994-02-16,UNIQ,2014-10-20,Yuehua,South Korea,180.0,65.0,Unknown,M,21,20.061728395061728,2014,2024,10
Sungjun,Lee Sungjun,2002-06-15,BLANK2Y,2022-05-24,Keystone,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2022,2024,2
Sungjun,Park Sungjun,1992-12-17,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,175.0,55.0,Ansan,M,20,17.959183673469386,2013,2024,11
Sungjun,Oh Sungjun,2005-08-30,TNX,2022-05-17,P NATION,South Korea,170.0,57.0,Ulsan,M,17,19.723183391003463,2022,2024,2
Sungkyu,Kim Sungkyu,1989-04-28,Infinite,2010-06-09,Woollim,South Korea,178.0,62.0,Jeonju,M,21,19.568236333796236,2010,2024,14
Sungmin,Oh Sungmin,1990-12-31,Bigflo,2014-07-19,HO,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2014,2024,10
Sungmin,Lee Sungmin,1986-01-01,Super Junior,2005-11-06,SM,South Korea,175.0,57.0,Gyeonggi,M,20,18.612244897959183,2005,2024,19
Sungwoon,Ha Sungwoon,1994-03-22,Wanna One,2017-08-07,YMC,South Korea,170.0,57.0,Goyang,M,23,19.723183391003463,2017,2024,7
Sungyeol,Lee Sungyeol,1991-08-27,Infinite,2010-06-09,Woollim,South Korea,183.0,59.0,Yongin,M,19,17.617725223207618,2010,2024,14
Sungyeon,Bae Sungyeon,1999-05-25,Pristin,2017-03-21,Pledis,USA,170.0,57.0,California,F,18,19.723183391003463,2017,2024,7
Sunmi,Lee Sunmi,1992-05-02,Wonder Girls,2007-02-13,JYP,South Korea,167.0,57.0,Iksan,F,15,20.43816558499767,2007,2024,17
Sunny,Lee Sunkyu,1989-05-15,SNSD,2021-08-04,Good Luck,South Korea,158.0,43.0,California,F,32,17.224803717352987,2021,2024,3
Sunoo,Kim Sunwoo,2003-06-24,ENHYPEN,2020-11-30,Be:lift,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2020,2024,4
Sunshine,Kim Minjung,2002-06-20,NATURE,2018-08-03,n.CH,South Korea,170.0,57.0,Unknown,F,16,19.723183391003463,2018,2024,6
Sunwoo,Choi Sunwoo,1992-03-12,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,183.0,65.0,Seoul,M,21,19.409358296754156,2013,2024,11
Sunwoo,Kim Sunwoo,2000-04-12,The Boyz,2017-12-31,Cre.Ker,South Korea,177.0,64.0,Unknown,M,18,20.428357113217785,2017,2024,7
Sunyoul,Seon Yein,1996-11-06,UP10TION,2015-09-10,TOP Media,South Korea,170.0,57.0,Wando,M,19,19.723183391003463,2015,2024,9
Suri,Kang Suri,1994-10-11,CHECKMATE,2012-06-19,Yedang,South Korea,168.0,57.0,Unknown,F,18,20.19557823129252,2012,2024,12
Surin,Kim Surin,1991-12-27,Two X,2012-08-20,J. Tune,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2012,2024,12
Suwoong,Lee Suwoong,1995-01-20,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,174.0,56.0,Unknown,M,18,18.49649887699828,2013,2024,11
Suyeon,Ji Suyeon,1997-04-20,Weki Meki,2017-08-08,Fantagio,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2017,2024,7
Suyun,Kim Suyun,2001-03-17,Rocket Punch,2019-08-07,Woollim,South Korea,169.0,52.0,Unknown,F,18,18.20664542558034,2019,2024,5
Suzy,Kim Suji,2001-06-03,MAJORS,2021-03-09,ANS,South Korea,164.0,45.0,Unknown,F,20,16.731112433075552,2021,2024,3
Suzy,Bae Suji,1994-10-10,miss A,2010-07-01,JYP,South Korea,168.0,57.0,Gwangju,F,16,20.19557823129252,2010,2024,14
Swan,Kim Suan,2000-12-28,CRAXY,2020-03-03,SAITEINMENT,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2020,2024,4
Swan,Park Soojin,2003-07-11,Purple Kiss,2021-03-15,RBW,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2021,2024,3
Sya,Lee Junyoung,2002-09-09,BLITZERS,2021-05-12,Wuzo,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2021,2024,3
T.O.P,Choi Seunghyun,1987-11-04,BIGBANG,2006-08-19,YG,South Korea,180.0,65.0,Seoul,M,19,20.061728395061728,2006,2024,18
Taecyeon,Ok Taecyeon,1988-12-27,2PM,2008-07-04,JYP,South Korea,185.0,76.0,Busan,M,20,22.205989773557338,2008,2024,16
Taedong,Kim Taedong,1997-11-07,OMEGA X,2016-10-17,JT Corea,South Korea,177.0,61.0,Unknown,M,19,19.4707778735357,2016,2024,8
Taeeun,Moon Taeeun,2000-02-09,IM,2022-04-04,FC ENM,South Korea,175.0,57.0,Unknown,M,22,18.612244897959183,2022,2024,2
Taeheon,Kim Taeheon,1989-06-18,ZE:A,2010-01-07,Star Empire,South Korea,170.0,57.0,Gwangju,M,21,19.723183391003463,2010,2024,14
Taehun,Lee Taehoon,2000-03-21,NINE.i,2022-03-30,FirstOne,South Korea,170.0,57.0,Unknown,M,22,19.723183391003463,2022,2024,2
Taehun,Choi Taehun,2002-11-19,TNX,2022-05-17,P NATION,South Korea,170.0,57.0,Incheon,M,19,19.723183391003463,2022,2024,2
Taehyun,Noh Taehyun,1993-10-15,HOTSHOT,2014-10-29,Star Crew,South Korea,170.0,57.0,Seoul,M,21,19.723183391003463,2014,2024,10
Taehyun,Kang Taehyun,2002-02-05,TXT,2019-03-04,Big Hit,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2019,2024,5
Taeil,Lee Taeil,1990-09-24,Block B,2011-04-15,KQ,South Korea,167.0,57.0,Seoul,M,21,20.43816558499767,2011,2024,13
Taeil,Moon Taeil,1994-06-14,NCT,2016-04-09,SM,South Korea,171.0,60.0,Seoul,M,22,20.519134092541297,2016,2024,8
Taekhyeon,Jung Taekhyeon,2003-07-28,1the9,2019-02-09,MBK,South Korea,178.0,66.0,Gunpo,M,16,20.830703194041156,2019,2024,5
Taemin,Lee Taemin,1993-07-18,SHINee,2008-05-25,SM,South Korea,177.0,53.0,Seoul,M,15,16.917233234383477,2008,2024,16
Taerae,Kim Taerae,2002-09-05,TEMPEST,2022-03-02,Yuehua,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2022,2024,2
Taeryeong,Lim Jeongmin,2000-12-27,LUNARSOLAR,2020-09-02,J Planet,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2020,2024,4
Taeseon,Yang Taeseon,2000-09-17,TRCNG,2017-10-10,TS,South Korea,182.0,57.0,Unknown,M,17,17.208066658616108,2017,2024,7
Taewoong,Yoo Taewoong,1994-05-24,SNUPER,2015-11-16,Widmay,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2015,2024,9
Taeyang,Dong Youngbae,1988-05-18,BIGBANG,2006-08-19,YG,South Korea,174.0,56.0,Uljeongbu,M,18,18.49649887699828,2006,2024,18
Taeyang,Yoo Taeyang,1997-02-28,SF9,2016-10-05,FNC,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2016,2024,8
Taeyeon,Kim Taeyeon,1989-03-09,SNSD,2021-08-04,Good Luck,South Korea,160.0,44.0,Jeonju,F,32,17.187499999999996,2021,2024,3
Taeyong,Lee Taeyong,1995-07-01,NCT,2016-04-09,SM,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2016,2024,8
Taeyoung,Kim Taeyoung,1999-06-18,7 O'clock,2014-08-26,Jungle,South Korea,170.0,57.0,Unknown,M,15,19.723183391003463,2014,2024,10
Taeyoung,Kim Taeyoung,2003-01-27,CRAVITY,2020-04-14,Starship,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2020,2024,4
TAG,Yeom Taekyun,2002-09-30,Ciipher,2021-03-15,Rain,South Korea,176.0,54.0,Unknown,M,18,17.43285123966942,2021,2024,3
TAG,Son Youngtaek,1998-04-13,Golden Child,2017-08-28,Woollim,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2017,2024,7
Takuya,Terada Takuya,1992-03-18,CROSS GENE,2012-07-08,Amuse,Japan,187.0,68.0,Moriya,M,20,19.445794846864363,2012,2024,12
Tan,Choi Seokwon,1996-08-25,Ciipher,2021-03-15,Rain,South Korea,184.0,75.0,Unknown,M,25,22.152646502835537,2021,2024,3
Taro,Choi Wonjin,1994-11-09,Hot Blood Youth,2017-05-17,FNC,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2017,2024,7
Ten,Chittaphon Leechaiyapornkul,1996-02-27,NCT,2016-04-09,SM,Thailand,170.0,57.0,Bangkok,M,20,19.723183391003463,2016,2024,8
Teo,Jang Sungsik,1997-10-22,DKB,2020-02-03,Brave,South Korea,177.0,64.0,Unknown,M,22,20.428357113217785,2020,2024,4
The8,Xu Minghao,1997-11-07,Seventeen,2015-05-26,Pledis,China,175.0,53.0,Anshan,M,18,17.306122448979593,2015,2024,9
Theo,Choi Taeyang,2001-07-01,P1Harmony,2020-10-28,FNC,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Tiffany,Hwang Miyoung,1989-08-01,SNSD,2021-08-04,Good Luck,South Korea,163.0,50.0,San Francisco,F,32,18.818924310286427,2021,2024,3
Timoteo,Kim Moongyu,1993-01-25,HOTSHOT,2014-10-29,Star Crew,South Korea,170.0,57.0,Unknown,M,22,19.723183391003463,2014,2024,10
Tina,Christine Joy Park,1994-09-01,Blady,2011-05-16,Star Planet,USA,170.0,57.0,Los Angeles,F,17,19.723183391003463,2011,2024,13
Tsuki,Fukutomi Tsuki,2002-09-21,Billlie,2021-11-10,MYSTIC,Japan,170.0,57.0,Unknown,F,19,19.723183391003463,2021,2024,3
Tzuyu,Chou Tzuyu,1999-06-14,Twice,2015-10-20,JYP,Taiwan,169.0,57.0,Tainan,F,16,19.95728440880922,2015,2024,9
U,Sun Hengyu,2001-06-22,BLANK2Y,2022-05-24,Keystone,China,170.0,57.0,Unknown,M,21,19.723183391003463,2022,2024,2
U,Mizuguchi Yuto,1999-03-16,ONF,2017-08-02,WM,Japan,170.0,57.0,Osaka,M,18,19.723183391003463,2017,2024,7
Uchae,Yu Hyejun,2002-05-07,NATURE,2018-08-03,n.CH,South Korea,170.0,57.0,Unknown,F,16,19.723183391003463,2018,2024,6
U-Kwon,Kim Yukwon,1992-04-09,Block B,2011-04-15,KQ,South Korea,176.0,63.0,Suwon,M,19,20.33832644628099,2011,2024,13
Umji,Kim Yewon,1998-08-19,VIVIZ,2022-02-09,Big Planet Made,South Korea,163.0,57.0,Incheon,F,23,21.453573713726524,2022,2024,2
U-Si,Yoo Jiyeon,1997-11-13,BADKIZ,2014-03-24,Zoo,South Korea,170.0,57.0,Iksan,F,16,19.723183391003463,2014,2024,10
V,Kim Taehyung,1995-12-30,BTS,2013-06-13,Big Hit,South Korea,179.0,62.0,Daegu,M,17,19.350207546580943,2013,2024,11
Vahn,Kim Jungwoo,1999-05-07,NINE.i,2022-03-30,FirstOne,South Korea,175.0,58.0,Unknown,M,23,18.93877551020408,2022,2024,2
Vari,Jae Hyun,2000-09-03,NINE.i,2022-03-30,FirstOne,South Korea,170.0,57.0,Unknown,M,22,19.723183391003463,2022,2024,2
Vernon,Choi Hansol,1998-02-18,Seventeen,2015-05-26,Pledis,USA,176.0,56.0,New York,M,17,18.078512396694215,2015,2024,9
Via,Kim Via,2000-08-17,FANATICS,2019-08-06,FENT,South Korea,165.0,46.0,Busan,F,19,16.896235078053262,2019,2024,5
Victoria,Song Qian,1987-02-02,f(x),2009-09-05,SM,China,168.0,45.0,Qingdao,F,23,15.94387755102041,2009,2024,15
Vita,Kim Jimin,2000-02-03,MAJORS,2021-03-09,ANS,South Korea,168.0,54.0,Unknown,F,21,19.13265306122449,2021,2024,3
Vivi,Wong Viian,1996-12-09,LOONA,2018-08-20,Blockberry,Hong Kong,170.0,57.0,Hong Kong,F,22,19.723183391003463,2018,2024,6
Way,Heo Minsun,1990-07-12,Crayon Pop,2012-07-18,Chrome,South Korea,161.0,57.0,Seoul,F,22,21.98989236526368,2012,2024,12
Wei,Lee Sungjun,1996-07-08,UP10TION,2015-09-10,TOP Media,South Korea,170.0,57.0,Seoul,M,19,19.723183391003463,2015,2024,9
Wendy,Son Seunghwan,1994-02-21,Red Velvet,2014-08-01,SM,South Korea,160.0,57.0,Seoul,F,20,22.265624999999996,2014,2024,10
Wenhan,Li Wenhan,1994-07-22,UNIQ,2014-10-20,Yuehua,China,180.0,64.0,Unknown,M,20,19.753086419753085,2014,2024,10
Wheein,Jung Wheein,1995-04-17,Mamamoo,2014-06-18,RBW,South Korea,162.0,43.0,Jeonju,F,19,16.384697454656298,2014,2024,10
Win,Bang Junhyuk,2004-12-19,MCND,2020-02-27,TOP Media,South Korea,170.0,57.0,Unknown,M,15,19.723183391003463,2020,2024,4
WinL,Yang Seungho,1996-06-16,ABLUE,2022-10-23,J-Star,South Korea,177.0,68.0,Paju,M,26,21.705129432793896,2022,2024,2
Winnie,Pattipong Kasemsant,1998-11-18,NINE.i,2022-03-30,FirstOne,Thailand,170.0,57.0,Unknown,M,23,19.723183391003463,2022,2024,2
Winter,Kim Minjung,2001-01-01,aespa,2020-11-17,SM,South Korea,170.0,57.0,Yangsan,F,20,19.723183391003463,2020,2024,4
Winwin,Dong Sicheng,1997-10-28,NCT,2016-04-09,SM,China,170.0,57.0,Zhejiang,M,18,19.723183391003463,2016,2024,8
Wish,Kwak Dawit,2002-06-11,EPEX,2021-06-08,C9,South Korea,184.0,69.0,Unknown,M,19,20.380434782608695,2021,2024,3
Won,Park Sungwon,2003-12-18,Ciipher,2021-03-15,Rain,South Korea,177.0,58.0,Seoul,M,17,18.513198633853616,2021,2024,3
Won Bin,Won Bin,2004-07-01,ATBO,2022-07-27,IST,South Korea,183.0,57.0,Gyeonggi,M,18,17.020514198692105,2022,2024,2
Won Hyuk,Won Hyuk,2002-02-22,E'LAST,2020-06-09,E Entertainment,South Korea,181.0,63.0,Unknown,M,18,19.230182228869694,2020,2024,4
Wonchae,Hwang Chaewon,2002-12-22,Queenz Eye,2022-10-24,Big Mountain,South Korea,163.0,57.0,Incheon,F,20,21.453573713726524,2022,2024,2
Woncheol,Jung Woncheol,1996-01-12,MY.st,2020-03-26,MYStar,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2020,2024,4
Wondae,Seol Wondae,1998-04-28,Dongkiz,2019-04-24,Dongyo,South Korea,180.0,63.0,Unknown,M,21,19.444444444444443,2019,2024,5
Wonjin,Ham Wonjin,2001-03-22,CRAVITY,2020-04-14,Starship,South Korea,174.0,57.0,Unknown,M,19,18.826793499801823,2020,2024,4
Wonjun,Jeong Wonjun,1998-07-21,ABLUE,2022-10-23,J-Star,South Korea,187.0,73.0,Unknown,M,24,20.875632703251448,2022,2024,2
Wonjun,Lee Wonjun,2002-03-08,E'LAST,2020-06-09,E Entertainment,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2020,2024,4
Wonpil,Kim Wonpil,1994-04-28,DAY6,2015-09-07,JYP,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2015,2024,9
Wonwoo,Jeon Wonwoo,1996-07-17,Seventeen,2015-05-26,Pledis,South Korea,180.0,57.0,Changwon,M,19,17.59259259259259,2015,2024,9
Wony,Ahn Seungwon,2004-10-04,We;Na,2022-09-05,Shine E&M,South Korea,155.0,57.0,Unknown,F,18,23.725286160249738,2022,2024,2
Wonyoung,Jang Wonyoung,2004-08-31,IVE,2021-12-01,Starship,South Korea,170.0,57.0,Seoul,F,17,19.723183391003463,2021,2024,3
Woo-ah,Kim Chaewon,1997-06-20,CRAXY,2020-03-03,SAITEINMENT,South Korea,170.0,57.0,Unknown,F,23,19.723183391003463,2020,2024,4
Woobin,Seo Woobin,2000-10-16,CRAVITY,2020-04-14,Starship,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Woobin,Jeong Woobin,2000-04-01,Luminous,2021-09-09,Barunson,South Korea,170.0,57.0,Busan,M,21,19.723183391003463,2021,2024,3
Woochul,Shin Woochul,2002-10-02,Newkidd,2019-04-25,J-FLO,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2019,2024,5
Woodam,Park Woodam,1995-08-02,D1CE,2019-08-01,Happyface,South Korea,173.0,57.0,Unknown,M,24,19.045073340238563,2019,2024,5
Woohee,Bae Woohee,1991-11-21,Dal Shabet,2011-01-03,Happy Face,South Korea,170.0,57.0,Busan,F,19,19.723183391003463,2011,2024,13
Woohyun,Nam Woohyun,1991-02-08,Infinite,2010-06-09,Woollim,South Korea,176.0,52.0,Seoul,M,19,16.787190082644628,2010,2024,14
Woojin,Park Woojin,1999-11-02,AB6IX,2019-05-22,Brand New,South Korea,170.0,57.0,Busan,M,20,19.723183391003463,2019,2024,5
Woojin,Lee Woojin,2003-04-07,Ghost9,2020-09-23,Maroo,South Korea,178.0,65.0,Unknown,M,17,20.515086478979924,2020,2024,4
Woojin,Lee Woojin,1996-11-22,MY.st,2020-03-26,MYStar,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2020,2024,4
Woojin,Lee Woojin,2003-04-03,TheEastLight,2018-11-15,Stardium,South Korea,170.0,57.0,Unknown,M,16,19.723183391003463,2018,2024,6
Woojoo,Kim Sangyoon,1996-09-18,14U,2017-04-17,BG,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2017,2024,7
